tag,Emission max (nm),Quantum yield,std_of_emission,std_of_plqy,PTR_emission,EI_plqy,acquisition_score,acquisition_mode,Chromophore
17332,569.4525740536874,0.7556729570421435,39.81933987164234,0.21777815460750666,0.221496023879438,0.013908953114633416,0.0030807778112168266,constrained_ei,c1cc2c3c(c1)ccc1[n+]3[B-]3(Oc4cccc5ccc6[n+](c45)[B-](O2)(O3)n2c-6cc3c4ccccc4c4ccccc4c32)n2c-1cc1c3ccccc3c3ccccc3c12
3335,594.1042626838541,0.5317046769191236,62.5905161108427,0.29125020775267985,0.46247646692670774,0.006480027821388366,0.0029968603724224627,constrained_ei,Cc1ccc([N+]2=c3c4n(c5ccccc35)[B-](F)(F)[N+](c3ccc(C)cc3)=c3c=4n(c4ccccc34)[B-]2(F)F)cc1
17906,568.4229805597837,0.8270729161399929,33.102667894639765,0.18743854682024555,0.1700641914297163,0.017516006749952937,0.002978845525008199,constrained_ei,Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21
2276,558.331461692131,0.8042665897291886,38.52378190708763,0.21334470868238184,0.1397081376551852,0.02020240801846717,0.0028224408004102284,constrained_ei,FC(F)(F)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1
17910,568.4164981224149,0.8272197631344314,32.17508650085601,0.1825792024657487,0.16314512711726437,0.016307387944965925,0.0026604708792320104,constrained_ei,Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21
15814,578.1447966189843,0.5010475486785732,72.9633747236413,0.30830363181939674,0.38226017350834574,0.006699600098926336,0.0025609902962521114,constrained_ei,FC(F)(F)c1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21
17914,568.4046669964637,0.827269657781562,31.58625794214157,0.17943799450323494,0.15858574320522922,0.015533812453775251,0.0024634411927925938,constrained_ei,Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21
17901,646.057018637995,0.45512982888061426,59.15841652738378,0.2857987572188568,0.7818649311050215,0.0030203022130779345,0.0023614683817445234,constrained_ei,COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1
12527,560.5599232468373,0.6518881253578672,51.26784581773275,0.2597748751579309,0.2208592221656107,0.01057997643286352,0.00233668536549273,constrained_ei,CN(C)c1ccc(C2=C(c3ccccc3)c3sc4ccccc4[n+]3[B-](F)(F)O2)cc1
3274,596.9669111008785,0.48687342892129215,62.46578337880802,0.2930198388175502,0.48063595206511334,0.004603715698244099,0.0022127112776626607,constrained_ei,CCCCCCOc1ccc2c(c1)C1=[N+]3C2=Cc2c4ccc(OCCCCCC)cc4c4n2[B-]3(Oc2ccccc21)Oc1ccccc1-4
