Tag,actual_y,estimated_y,error_of_y(actual_y-estimated_y)
7511,0.48,0.4319554442605303,0.048044555739469696
7716,0.65,0.535600220468699,0.11439977953130098
4612,0.24,0.3595643325702618,-0.11956433257026183
11532,0.05,0.4230043957681745,-0.3730043957681745
7305,0.033,0.3522459916265511,-0.3192459916265511
13124,0.09,0.2600746369317662,-0.1700746369317662
9603,0.003,0.04989249217366082,-0.046892492173660816
7913,0.99,0.6442616188635621,0.34573838113643784
1949,0.81,0.6208272735778875,0.18917272642211258
6154,0.45,0.22678932970768584,0.22321067029231417
18834,0.0033,0.33618322797529887,-0.33288322797529885
15929,0.73,0.47616397661444254,0.25383602338555744
11887,0.98,0.23835809860237944,0.7416419013976205
6521,0.403,0.2823361010509028,0.12066389894909724
15330,0.6,0.5627020836304386,0.03729791636956137
2074,0.36,0.42338870165587444,-0.06338870165587446
15626,0.32,0.3216441764315038,-0.0016441764315037743
16562,0.0232,0.42893922523434064,-0.40573922523434064
5597,0.008,0.33655442108788214,-0.32855442108788213
16850,0.71,0.5961166554514372,0.11388334454856275
13567,0.1,0.2645848081299855,-0.16458480812998552
8176,0.72,0.43374147089199877,0.2862585291080012
17149,0.25,0.477683858746239,-0.22768385874623898
969,0.012,0.09567457104482396,-0.08367457104482397
1155,0.014,0.1650273177104993,-0.1510273177104993
4397,0.65,0.5626234690631149,0.08737653093688513
13141,0.001,0.17339145011023052,-0.17239145011023052
9961,0.01,0.2995019214841229,-0.2895019214841229
16162,0.27,0.30257869233358703,-0.03257869233358701
1311,0.93,0.7015034305518475,0.22849656944815255
3425,0.46,0.7124083897708046,-0.25240838977080454
7318,0.17,0.2747722779632421,-0.1047722779632421
7247,0.14,0.2150717724713959,-0.07507177247139588
10112,0.0263,0.43848864443320823,-0.41218864443320824
8067,0.035,0.17272216214431996,-0.13772216214431995
13550,0.005,0.06123733776128798,-0.05623733776128798
19058,0.29,0.34594487630693826,-0.055944876306938285
13384,0.07,0.4547654328903561,-0.3847654328903561
18958,0.52,0.17959756159649531,0.3404024384035047
7962,0.08,0.2824890431713575,-0.20248904317135746
12956,0.0011,0.3481094817198848,-0.3470094817198848
12155,0.811,0.7393071617505886,0.07169283824941142
16164,0.12,0.33349173682155697,-0.21349173682155698
15052,0.47,0.39428925712169133,0.07571074287830865
3439,0.93,0.8093273138203525,0.12067268617964755
17255,0.31,0.5769980996520995,-0.2669980996520995
7901,0.17,0.16578221796354867,0.004217782036451345
4617,0.31,0.3409660051053739,-0.030966005105373895
9773,0.21,0.10645262420747703,0.10354737579252296
11925,0.005,0.05702964916590536,-0.05202964916590536
17652,0.001,0.018711267496606787,-0.017711267496606786
7706,0.87,0.5519199207229512,0.31808007927704884
15149,0.1325,0.06336259821680434,0.06913740178319566
11413,0.38,0.092326548364425,0.287673451635575
9720,0.0019,0.04785795781545804,-0.04595795781545804
15006,0.3285,0.19991325175546873,0.12858674824453128
20129,0.0031,0.5947004404643323,-0.5916004404643324
15484,1.0,0.3415701599458708,0.6584298400541292
370,0.2456,0.3180141236130252,-0.07241412361302521
19858,0.98,0.831393387123145,0.14860661287685495
13990,0.27,0.35862812739540617,-0.08862812739540615
5827,0.567,0.32011206948850124,0.2468879305114987
14429,0.87,0.43023412929939053,0.43976587070060946
12621,0.75,0.5759952078622868,0.17400479213771325
1342,0.166,0.32826948797476535,-0.16226948797476534
4177,0.2,0.3480895854615057,-0.1480895854615057
7985,0.001,0.4695935163340327,-0.4685935163340327
5589,0.06,0.13563537040394055,-0.07563537040394055
13828,0.66,0.277024367289578,0.382975632710422
18992,0.11,0.2262795857500137,-0.1162795857500137
5195,0.585,0.7903741927665114,-0.20537419276651148
17947,0.34,0.3487269602251247,-0.008726960225124702
9436,0.033,0.016804092356254297,0.016195907643745705
17460,0.148,0.20412394632939423,-0.05612394632939424
12435,0.94,0.4693043687462294,0.47069563125377056
17326,0.89,0.3997634977452731,0.4902365022547269
163,0.72,0.46318442578166297,0.256815574218337
11378,0.35,0.3975306795851486,-0.047530679585148616
11227,0.044,0.45422017126569914,-0.41022017126569915
19381,0.066,0.29009561379224424,-0.22409561379224424
809,0.058,0.23144562959984644,-0.17344562959984644
10803,0.083,0.08269047042267003,0.0003095295773299783
17124,0.08,0.35263349898348495,-0.27263349898348493
12862,0.56,0.34148713108365975,0.2185128689163403
17451,0.66,0.5640260437767441,0.09597395622325589
13057,0.003,0.12003665965066734,-0.11703665965066734
2392,0.55,0.3012613967863285,0.24873860321367153
19152,0.04,0.19908987583729487,-0.15908987583729486
7611,0.82,0.3145924676675623,0.5054075323324376
7257,0.043,0.13212039446981538,-0.08912039446981539
9550,0.025,0.13039302767637392,-0.10539302767637393
3446,0.26,0.520669142541648,-0.26066914254164797
8240,0.03,0.15910697458944578,-0.12910697458944578
823,0.44,0.2595246299543058,0.1804753700456942
17435,0.75,0.619198342430608,0.130801657569392
19679,0.89,0.2656868454867896,0.6243131545132103
9205,0.008,0.3293651172175641,-0.3213651172175641
7805,0.09,0.30313521043957903,-0.21313521043957903
18377,1.0,0.7121219099099734,0.28787809009002663
12795,0.002,0.37903668931223167,-0.37703668931223167
6915,0.775,0.7692829851199268,0.005717014880073257
19714,0.45,0.41725552149175654,0.03274447850824347
16595,0.16,0.29718413968143664,-0.13718413968143664
6331,0.95,0.6041467544345057,0.34585324556549424
19927,0.9,0.32366524583785844,0.5763347541621415
11006,0.038,0.10572851872125766,-0.06772851872125765
4167,0.29,0.3318791108867615,-0.041879110886761495
5319,0.28,0.24128257845558893,0.0387174215444111
9833,0.07,0.2349238230267935,-0.16492382302679348
17829,0.012,0.36225114323748187,-0.35025114323748185
12869,0.04,0.33642940314387176,-0.2964294031438718
10865,0.025,0.4598273022509849,-0.43482730225098487
13793,0.88,0.5120571719414003,0.3679428280585997
9435,0.022,0.016804092356254297,0.005195907643745702
5395,0.48,0.24216214436061856,0.23783785563938142
5133,0.78,0.5550312668945153,0.2249687331054847
10661,0.28,0.2429150899244108,0.03708491007558923
15426,0.86,0.5495114654499921,0.3104885345500079
17462,0.07,0.20208699027817673,-0.13208699027817672
4399,0.77,0.5688160660008208,0.20118393399917922
7623,0.63,0.421677322471722,0.208322677528278
7709,0.61,0.5200334537663487,0.0899665462336513
6247,0.55,0.5928212422982737,-0.042821242298273665
6090,0.042,0.16437013888721796,-0.12237013888721796
1974,0.938,0.6574546634207676,0.2805453365792323
8797,0.24,0.16350987068862827,0.07649012931137172
19261,0.084,0.23184053031800994,-0.14784053031800992
9910,0.57,0.3434878719509469,0.22651212804905307
5262,0.7,0.3655635230642087,0.33443647693579126
3064,0.19,0.35929443680638734,-0.16929443680638734
15053,0.34,0.4116308330932544,-0.07163083309325435
15592,0.07,0.6345744921443397,-0.5645744921443396
5644,0.834,0.4923421837974362,0.34165781620256375
1802,0.35,0.36280459684933886,-0.012804596849338878
11036,0.015,0.17621570539877937,-0.16121570539877939
4929,0.03,0.34648811730214996,-0.31648811730215
3899,0.88,0.358369265289277,0.521630734710723
11105,0.022,0.1267909790346277,-0.1047909790346277
769,0.013,0.19077562069431026,-0.17777562069431024
17874,0.25,0.15144775216187448,0.09855224783812552
19671,0.1,0.5573764896185747,-0.4573764896185747
15457,0.178,0.2907966432160547,-0.1127966432160547
11433,0.003,0.12703010721811195,-0.12403010721811195
7458,0.16,0.374646927943279,-0.21464692794327897
12814,0.78,0.558306744514002,0.22169325548599805
13260,0.007,0.28870676332749545,-0.28170676332749545
5818,0.011,0.46069927041436376,-0.44969927041436375
12810,0.75,0.6084639830917999,0.14153601690820006
3098,0.94,0.6267304932991979,0.313269506700802
19118,0.02,0.39873900925146366,-0.37873900925146364
6699,0.061,0.31831689164175025,-0.25731689164175026
14240,0.39,0.2470269089808595,0.14297309101914052
10238,0.16,0.13756538709313856,0.02243461290686144
12208,0.075,0.1449755657527491,-0.06997556575274912
8048,0.32,0.4989685180295619,-0.17896851802956187
12315,0.75,0.38820135977030734,0.36179864022969266
14188,0.71,0.6751224025105109,0.03487759748948904
12658,0.85,0.813163527750999,0.036836472249000995
13394,0.73,0.4990198777472693,0.23098012225273068
4393,0.79,0.6557324647527476,0.13426753524725243
1070,0.001,0.20127936456535112,-0.20027936456535111
13924,0.18,0.15337230254615256,0.026627697453847438
5514,0.162,0.06143144772425502,0.10056855227574499
1576,0.002,0.20689845191858056,-0.20489845191858055
1035,0.1525,0.1012052028730728,0.051294797126927194
3522,0.29,0.48938294731067256,-0.19938294731067258
13861,0.04,0.3385286387227426,-0.2985286387227426
2207,0.49,0.20310503415049527,0.2868949658495047
8981,0.056,0.337104160783922,-0.28110416078392203
3091,0.77,0.6753591177968765,0.0946408822031235
11010,0.037,0.0722381910920642,-0.0352381910920642
18953,0.067,0.31728842866978535,-0.25028842866978535
17324,0.93,0.47630946749810155,0.4536905325018985
4932,0.49,0.4198544427521091,0.0701455572478909
6488,0.59,0.18962519150603582,0.4003748084939641
18576,1.0,0.7603455094231006,0.23965449057689936
9527,0.02,0.129899053788507,-0.10989905378850699
3657,0.14,0.1895288682057055,-0.049528868205705484
9371,0.048,0.3861070845702889,-0.33810708457028893
9120,0.25,0.23693605603222806,0.01306394396777194
6857,0.22,0.21402911282966233,0.005970887170337669
14019,0.108,0.16042805032698226,-0.052428050326982265
19864,0.87,0.7189638297221834,0.15103617027781657
3830,0.63,0.5043835382056854,0.12561646179431463
13982,0.8,0.5846973162545717,0.21530268374542838
18863,0.26,0.3266394761896362,-0.06663947618963617
9719,0.005,0.03274975172387662,-0.027749751723876618
17311,0.26,0.5177747648759637,-0.25777476487596374
10524,0.4,0.4167132301410947,-0.01671323014109466
13549,0.007,0.09352833829968804,-0.08652833829968803
18121,0.14,0.20315494801347675,-0.06315494801347674
1584,0.936,0.29929552171308726,0.6367044782869128
14537,0.847,0.40907292266238715,0.4379270773376128
2662,0.01,0.30397184683120826,-0.29397184683120825
2580,0.00083,0.018849265525360592,-0.01801926552536059
19244,0.23,0.3472591839433803,-0.11725918394338028
4077,0.76,0.40103185793454815,0.35896814206545186
7245,0.61,0.29700885639173424,0.31299114360826574
4060,0.55,0.6094571967525606,-0.05945719675256056
2519,0.025,0.14861913223056478,-0.12361913223056478
1282,0.83,0.5040816640004777,0.32591833599952225
18405,0.97,0.41689355285797725,0.5531064471420227
7406,0.88,0.584997211564611,0.29500278843538896
13638,0.37,0.22935422056474197,0.14064577943525802
19673,0.86,0.36083871812428736,0.4991612818757126
2782,0.16,0.26863359149903504,-0.10863359149903504
3192,0.8,0.3658919198152519,0.43410808018474817
19734,0.57,0.5554535166479911,0.01454648335200881
7044,0.6,0.5579202217252004,0.042079778274799584
19100,0.014,0.48228886963463424,-0.46828886963463423
20098,0.72,0.3928212289643713,0.32717877103562865
11895,0.82,0.5718166812178822,0.24818331878211775
13321,0.00091,0.34375606923726704,-0.342846069237267
14102,0.005,0.3188557804877656,-0.3138557804877656
19399,0.33,0.4936841976247043,-0.16368419762470426
9642,0.8,0.5041961789074572,0.2958038210925429
19211,0.62,0.4186933702194881,0.2013066297805119
429,0.12,0.3271021232726772,-0.20710212327267719
2847,0.18,0.40193270997829356,-0.22193270997829356
18767,0.00088,0.35400975421359515,-0.35312975421359516
2438,0.2,0.11166664324010245,0.08833335675989756
3509,0.004,0.14747725034709663,-0.14347725034709663
12369,0.99,0.4393248591720947,0.5506751408279054
434,0.28,0.4144253938331575,-0.1344253938331575
7474,0.12,0.3261810007806404,-0.2061810007806404
1573,0.089,0.15702096347718356,-0.06802096347718356
13021,0.04,0.10293320979702103,-0.06293320979702102
12700,0.68,0.5552069452445362,0.12479305475546387
489,0.039,0.50506116243512,-0.46606116243512
13474,0.94,0.5519508506729702,0.3880491493270297
13445,0.059,0.32366661360825455,-0.26466661360825455
4677,0.36,0.41563615249254415,-0.055636152492544166
17539,0.58,0.4022552300032621,0.17774476999673788
1601,0.064,0.23770200368160022,-0.17370200368160021
4725,0.017,0.10865487229754231,-0.09165487229754231
11764,0.39,0.5483842378169572,-0.1583842378169572
6811,0.79,0.5348506754163651,0.25514932458363493
4628,0.001,0.27033632560973697,-0.26933632560973697
3548,0.95,0.6581555744747593,0.2918444255252407
12622,0.78,0.5759952078622868,0.20400479213771328
4157,0.06,0.21475947750350136,-0.15475947750350136
4760,0.395,0.3187849740892643,0.0762150259107357
1613,0.9,0.27869714895388276,0.6213028510461173
2991,0.014,0.37097862185168684,-0.35697862185168683
17328,0.1,0.501274828866825,-0.401274828866825
14711,0.76,0.6717654776353117,0.08823452236468832
14833,0.09,0.33317873875660314,-0.24317873875660315
15097,0.07,0.1771515465805632,-0.1071515465805632
11141,0.17,0.2001314561529407,-0.03013145615294069
3450,0.64,0.21642775546514958,0.42357224453485043
19965,0.55,0.4458773398397896,0.10412266016021043
11947,0.0359,0.14983306720809114,-0.11393306720809114
1292,0.94,0.45114373412914377,0.4888562658708562
17705,0.11,0.4265711090083154,-0.3165711090083154
9765,0.17,0.26580879483343894,-0.09580879483343893
12590,0.05,0.1117902288923095,-0.06179022889230949
11779,0.95,0.3092497453225175,0.6407502546774825
18875,0.47,0.2486624974690681,0.22133750253093187
1156,0.012,0.16511884648053182,-0.1531188464805318
11780,0.32,0.542553549721973,-0.222553549721973
9188,0.04,0.12250873468300214,-0.08250873468300213
1467,0.42,0.24999746842155313,0.17000253157844686
16187,0.37,0.4678601973220531,-0.09786019732205309
1908,0.97,0.404598205956332,0.565401794043668
15920,0.71,0.4693985653776622,0.24060143462233774
5079,0.081,0.23147557297294802,-0.150475572972948
3380,0.16,0.29097880496000106,-0.13097880496000106
9444,0.088,0.01746454338521808,0.07053545661478192
10620,0.16,0.1924973934455447,-0.0324973934455447
3417,0.84,0.5746418308473842,0.2653581691526158
8413,0.64,0.43618703469774384,0.20381296530225618
14491,0.006,0.17716449026563352,-0.17116449026563352
17979,0.15,0.2619484406169629,-0.11194844061696288
5414,0.156,0.37269474498800037,-0.21669474498800037
5980,0.95,0.7192368950001289,0.23076310499987107
5647,0.836,0.4923421837974362,0.34365781620256375
1564,0.136,0.15524872454422065,-0.019248724544220636
11407,0.0024,0.2092739814573598,-0.20687398145735977
11782,0.14,0.6162160504994669,-0.4762160504994669
16159,0.22,0.33349173682155697,-0.11349173682155697
10642,0.17,0.18475716013463428,-0.014757160134634267
14661,0.47,0.3261560343989527,0.14384396560104729
6009,0.076,0.297084777310696,-0.22108477731069598
17536,0.8,0.4022552300032621,0.39774476999673797
5104,0.53,0.4894414913759919,0.040558508624008116
9101,0.305,0.3526365471136528,-0.04763654711365278
6340,0.56,0.6439584515721937,-0.08395845157219362
17597,0.05,0.08014986694525394,-0.030149866945253942
18768,0.58,0.3000006613494966,0.27999933865050336
2672,0.55,0.47098364295009376,0.07901635704990628
13407,0.25,0.23228810006487904,0.017711899935120956
757,0.8,0.3886009995188524,0.41139900048114764
2709,0.0209,0.26355549475991247,-0.24265549475991247
3758,0.58,0.39577946357473565,0.18422053642526431
6133,0.016,0.14184800629018013,-0.12584800629018011
2911,0.01,0.6459626190458662,-0.6359626190458662
3059,0.34,0.27906283313594304,0.06093716686405698
12707,0.36,0.6516244831471921,-0.29162448314719214
9187,0.01,0.14456768298393963,-0.13456768298393962
1828,0.07,0.3382991880410277,-0.2682991880410277
