Tag,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
11820,0.0021,0.028073531941942398,-0.025973531941942397,0.18873220539753024
780,0.008,0.049168708141192896,-0.041168708141192896,0.19811570717827884
16036,0.1,0.30341552567908386,-0.20341552567908386,0.1945133131807325
4797,0.52,0.5049450843564768,0.015054915643523237,0.18065182906241462
3057,0.18,0.2985090035076155,-0.1185090035076155,0.19863988041976255
802,0.147,0.16325900307320382,-0.016259003073203826,0.18761428841087985
5154,0.96,0.8698045299609609,0.09019547003903905,0.1977337445982439
16888,0.001,0.1164924845761495,-0.1154924845761495,0.20164826400783384
1052,0.0189,0.05674484293753668,-0.03784484293753668,0.20660964816347946
5552,0.01248,0.07711965657106196,-0.06463965657106195,0.19432883133806536
4090,0.86,0.8542071385559213,0.005792861444078645,0.18378002106530528
2151,0.0071,0.15481511403287113,-0.14771511403287113,0.20284523799608134
14096,0.001,0.09606839004304285,-0.09506839004304285,0.1929818701664358
12808,0.36,0.3582791163932981,0.0017208836067018618,0.2192227083000821
12662,0.68,0.5261435225609443,0.15385647743905573,0.18205676085590797
4288,0.145,0.11997915423002306,0.02502084576997693,0.19688226062464922
6531,0.7,0.609970310007806,0.09002968999219396,0.21902307656722259
1511,0.248,0.11597001303659055,0.13202998696340945,0.19465612723362385
8702,0.32,0.3712631643649582,-0.0512631643649582,0.19525961281327872
924,0.02,0.0831759595388688,-0.0631759595388688,0.21720234471757593
4154,0.1,0.14535270867098243,-0.04535270867098243,0.188175037866287
2190,0.01,0.07961882533834136,-0.06961882533834136,0.20540242013220603
5814,0.263,0.3683491386805044,-0.10534913868050438,0.18255591074882593
14982,0.0006,0.09320225199036575,-0.09260225199036574,0.1949468043611785
5420,0.3,0.31677939621868534,-0.01677939621868535,0.2074914835415411
19452,0.0207,0.17211278125048854,-0.15141278125048854,0.20753011385092449
11429,0.0014,0.08475306885783884,-0.08335306885783884,0.18116871898020734
12592,0.044,0.08392015927709495,-0.039920159277094955,0.19817040512773282
2645,0.007,0.07631087753742627,-0.06931087753742626,0.21518754683078625
4353,0.1,0.32658467952044473,-0.22658467952044473,0.19549520633494813
9460,0.018,0.04276819452937025,-0.024768194529370253,0.20759816316441512
5726,0.01,0.05556958614684415,-0.04556958614684415,0.1966459751949035
5837,0.38,0.46810424876585277,-0.08810424876585277,0.19484355553403876
19384,0.18,0.2521324528091451,-0.0721324528091451,0.20891979337584343
4810,0.05,0.14390570802629726,-0.09390570802629726,0.21459189254675803
6746,0.46,0.5436881367793972,-0.08368813677939718,0.21377596021995476
6818,0.0647,0.14003042068617733,-0.07533042068617733,0.19914743099592974
6966,0.074,0.2190292228871641,-0.14502922288716408,0.21078098132994522
13166,0.47,0.4892338754020073,-0.019233875402007328,0.20994170680650057
2702,0.0033,0.05659090546523621,-0.05329090546523621,0.21151015694345346
4018,0.8,0.6332051074328398,0.1667948925671603,0.2095396092439293
12275,0.94,0.7951289354149111,0.1448710645850888,0.21033554700397614
18151,0.08,0.12274493570428965,-0.04274493570428965,0.19503366402328584
5722,0.24,0.2516716645083404,-0.011671664508340396,0.21829539957908817
7661,0.97,0.8007250998182105,0.16927490018178948,0.2126906290202088
4013,0.3,0.35098881123003534,-0.05098881123003535,0.21409889090456213
18098,0.06,0.13398177924216878,-0.07398177924216878,0.19625613212226073
3357,0.064,0.20342306005072386,-0.13942306005072386,0.2106844429746189
1256,0.019,0.16722040153306067,-0.14822040153306068,0.20690113939305363
16937,0.024,0.21310216255729297,-0.18910216255729298,0.19981530123422922
12329,0.11,0.32039539317077437,-0.21039539317077438,0.2077988546333865
4021,0.057,0.1166828000456479,-0.0596828000456479,0.1958278208529918
4915,0.003,0.1482420756407567,-0.1452420756407567,0.21628777399279903
8629,0.6,0.5214788985262524,0.07852110147374758,0.21548828388862176
4071,0.79,0.7188354277056264,0.07116457229437367,0.1964768285312574
7802,0.12,0.19616784233749282,-0.07616784233749282,0.21344875451220577
13722,0.73,0.45782881823583427,0.2721711817641657,0.1974734721251864
8425,0.8004,0.700112113225276,0.100287886774724,0.19589156928905038
19636,0.46,0.434525467134913,0.025474532865086996,0.2187445170729185
11808,0.0023,0.028073531941942398,-0.025773531941942398,0.18873220539753024
12847,0.02,0.13541395017303068,-0.11541395017303067,0.21356963223486872
14010,0.042,0.08850022613312852,-0.04650022613312852,0.19601289971969205
12102,0.056,0.1942495471245444,-0.1382495471245444,0.20785146888919778
6171,0.77,0.597578264555842,0.17242173544415806,0.1800688959338891
1485,0.008,0.07277669312160828,-0.06477669312160828,0.18216542680507639
2408,0.03,0.09558086094040841,-0.06558086094040841,0.194458708635911
10519,0.001,0.144412696261495,-0.143412696261495,0.18976070297087091
4116,0.98,0.48997281184996,0.49002718815004,0.19484373471914274
11763,0.55,0.5179806217411085,0.03201937825889156,0.1827050568104295
13792,0.72,0.659265995691612,0.060734004308387934,0.2106098712560815
20081,0.17,0.23182489045046298,-0.061824890450462966,0.21557513825713234
17083,0.02,0.1100886465315962,-0.09008864653159619,0.21282233819145327
5052,0.6,0.476718782452016,0.12328121754798399,0.18777765467902852
4083,0.78,0.6347830851730346,0.14521691482696542,0.21701474668916082
3482,0.044,0.13795273086362003,-0.09395273086362003,0.20991546058468366
18100,0.17,0.13398177924216878,0.03601822075783123,0.19625613212226073
18597,0.063,0.1899956047041652,-0.1269956047041652,0.21490029345242143
16141,0.96,0.7815561943329923,0.17844380566700768,0.21210028331512015
5277,0.72,0.7064282288372092,0.013571771162790736,0.19344830798807577
1081,0.47,0.21838392466044165,0.2516160753395583,0.19595828762977488
9097,0.31,0.28747579010481833,0.02252420989518167,0.2166873034345587
18125,0.11,0.13970731900073416,-0.02970731900073416,0.21083564657634835
8089,0.011,0.06950433274998785,-0.058504332749987856,0.18362326770142942
12558,0.03,0.12064621112653565,-0.09064621112653565,0.21922231165258127
12973,1.0,0.6938507229283828,0.3061492770716172,0.1969296684487253
19918,0.95,0.7631644437064726,0.18683555629352733,0.21818421026666093
17894,0.96,0.8264263880741478,0.13357361192585215,0.21409076678583955
4156,0.07,0.14535270867098243,-0.07535270867098243,0.188175037866287
428,0.46,0.3817136928304343,0.0782863071695657,0.20866841951546236
851,0.41,0.3254041283502536,0.08459587164974636,0.19101398299138977
17949,0.22,0.2703663898812685,-0.050366389881268486,0.199813441790664
6080,0.004,0.11505987491912462,-0.11105987491912461,0.19411490083315883
18514,0.47,0.4421680866012768,0.02783191339872315,0.20996760777889817
13079,0.24,0.255442801729335,-0.015442801729334987,0.21842533336120248
14629,0.57,0.5078324062196073,0.062167593780392605,0.2189744286984318
5189,0.743,0.6198109818523071,0.1231890181476929,0.1916202898718511
11392,0.033,0.0957772215364262,-0.0627772215364262,0.19747410080435188
13433,0.46,0.4291466200979225,0.030853379902077538,0.20802798216241955
6545,0.54,0.4997890539083518,0.040210946091648214,0.2165519560236471
7225,0.38,0.5049196770287672,-0.12491967702876716,0.18877490844552144
15637,0.67,0.5848271333607664,0.08517286663923362,0.21936062183497654
15117,0.0246,0.07050436500526064,-0.04590436500526064,0.18910615048402288
13300,0.13,0.23255722375846594,-0.10255722375846593,0.19289627272432922
13118,0.0051,0.060188106702796895,-0.055088106702796895,0.2139646956893209
16598,0.52,0.36189342730275703,0.158106572697243,0.2113915683169238
9123,0.102,0.24128133884989544,-0.13928133884989546,0.17990981158129396
19359,0.64,0.46184494499552897,0.17815505500447104,0.2032481317285018
12863,0.2,0.37453448993982047,-0.17453448993982046,0.19860258520174726
7737,0.86,0.7803058676893633,0.07969413231063671,0.21222854938793687
6443,0.001,0.14003670821765432,-0.13903670821765432,0.21178582427454662
5022,0.15,0.2018658535596979,-0.051865853559697916,0.21938099008521128
3525,0.28,0.32616364347315097,-0.04616364347315094,0.20880598241155288
18154,0.12,0.12274493570428965,-0.0027449357042896583,0.19503366402328584
4127,0.68,0.736918917965855,-0.05691891796585491,0.19726127965641735
9160,0.093,0.21939777089680185,-0.12639777089680185,0.18726604560610352
13235,0.007,0.22270944926637798,-0.21570944926637797,0.20521192012448167
14028,0.047,0.10972729339315204,-0.06272729339315204,0.2029453578599437
17575,0.21,0.06626975870471041,0.14373024129528958,0.1861332448576761
7460,0.13,0.2297580405527067,-0.0997580405527067,0.21353286825669665
14487,0.27,0.42338117913871587,-0.15338117913871585,0.19831536019028537
8364,0.005,0.18158410854094353,-0.17658410854094353,0.19782071487138372
10251,0.6,0.6501756802820353,-0.05017568028203534,0.19948362365784572
17804,0.66,0.7137681438062329,-0.05376814380623285,0.19140072545565212
8252,5e-05,0.157549826685569,-0.157499826685569,0.21180567538896453
16578,0.059,0.09881186311190288,-0.03981186311190288,0.21421327860308065
12669,0.73,0.6214260435524014,0.1085739564475986,0.20009911037353054
4989,0.7852,0.6574641893229596,0.12773581067704043,0.21436586518577497
2174,0.5,0.4250639341184925,0.07493606588150747,0.21257919541682352
19463,0.05,0.1113233716854106,-0.06132337168541059,0.21654028505683795
6238,0.404,0.4340541848841396,-0.03005418488413958,0.2066129416705712
1080,0.5,0.48362037272018277,0.016379627279817233,0.21489730117598857
5871,0.66,0.6319206148684124,0.028079385131587586,0.2131964136899799
15290,0.53,0.48570389643556283,0.044296103564437195,0.19553109451100467
1101,0.68,0.5508944627197501,0.12910553728024998,0.21315768299784224
19568,0.77,0.6185220624085342,0.15147793759146577,0.21518020881568692
12441,0.23,0.636611249625131,-0.40661124962513107,0.1806985443807362
1089,0.072,0.21838392466044165,-0.14638392466044164,0.19595828762977488
3516,0.8,0.6651754207831982,0.1348245792168018,0.21392407828848897
558,0.21,0.35887105074489734,-0.14887105074489734,0.2025616438747699
6400,0.21,0.28029048168232695,-0.07029048168232696,0.21756119313327216
15428,0.67,0.6285793144252669,0.04142068557473311,0.21171345599280053
4490,0.86,0.6057734842868541,0.2542265157131459,0.1975129451330283
6454,0.89,0.7693046571036292,0.12069534289637085,0.21409172979163424
7511,0.48,0.44372649481640214,0.03627350518359784,0.20679731865666584
7716,0.65,0.6190805273185286,0.030919472681471438,0.21092826546739138
4612,0.24,0.31945857922038046,-0.07945857922038047,0.19476857871910935
11532,0.05,0.15552005787436757,-0.10552005787436756,0.2168568150136393
7305,0.033,0.1317955158977876,-0.0987955158977876,0.20881499816866272
13124,0.09,0.15351761130256164,-0.06351761130256164,0.21327735378672516
9603,0.003,0.03650683872820798,-0.03350683872820798,0.18755471991692396
7913,0.99,0.81325510152513,0.17674489847486996,0.20745172481973445
1949,0.81,0.7173337676096465,0.09266623239035354,0.20966485829193449
6154,0.45,0.23908325464724986,0.21091674535275015,0.19663134770836957
18834,0.0033,0.10566862727246593,-0.10236862727246593,0.21303614052413006
15929,0.73,0.6718850658907476,0.05811493410925239,0.21387282622083412
11887,0.98,0.7047034636373495,0.2752965363626505,0.21276660207339793
6521,0.403,0.3593574498498395,0.0436425501501605,0.21060400404225268
15330,0.6,0.6105648447584537,-0.010564844758453762,0.20930304641331346
2074,0.36,0.38946400393611486,-0.02946400393611487,0.2104408174879036
15626,0.32,0.32496883593999903,-0.004968835939999028,0.19751085709926655
16562,0.0232,0.15772167582291363,-0.13452167582291363,0.2145235096595134
5597,0.008,0.09921297015837477,-0.09121297015837476,0.2193534724870802
16850,0.71,0.6499233412372347,0.060076658762765245,0.18235049837244743
13567,0.1,0.17984743738047673,-0.07984743738047673,0.2043512760752392
8176,0.72,0.5986786911964077,0.12132130880359226,0.20553532762596685
17149,0.25,0.37545443090325775,-0.12545443090325775,0.20144095835905085
969,0.012,0.06291145521747382,-0.050911455217473825,0.18295485469089037
1155,0.014,0.11165672930783302,-0.09765672930783302,0.1948854629782656
4397,0.65,0.5961187179329349,0.053881282067065106,0.17675392703041912
13141,0.001,0.05717387007963587,-0.05617387007963587,0.21156620818454808
9961,0.01,0.07771093222478459,-0.0677109322247846,0.21838070018050174
16162,0.27,0.28193948461398116,-0.011939484613981144,0.20085932813320884
1311,0.93,0.7835780658300009,0.14642193416999916,0.19448690502955207
3425,0.46,0.6414544567756343,-0.18145445677563427,0.18711738298568256
7318,0.17,0.1943592903757306,-0.02435929037573059,0.21622300459600857
7247,0.14,0.19681045707606373,-0.05681045707606372,0.2117847928358567
10112,0.0263,0.19152307100949212,-0.16522307100949213,0.21198864197595563
8067,0.035,0.11280409340579906,-0.07780409340579905,0.2056983381989107
13550,0.005,0.059668724033162424,-0.054668724033162426,0.19006443733465844
19058,0.29,0.30405668301295086,-0.014056683012950877,0.20804058281458324
13384,0.07,0.2585722086857273,-0.18857220868572727,0.20388620304915228
18958,0.52,0.3976620775209598,0.12233792247904024,0.21348528778400166
7962,0.08,0.11572802421281342,-0.03572802421281342,0.21708859644487924
12956,0.0011,0.09194206550909706,-0.09084206550909706,0.2193761558789239
12155,0.811,0.7454488875474239,0.06555111245257617,0.18703514701065488
16164,0.12,0.2348011492566098,-0.11480114925660981,0.19118571482648927
15052,0.47,0.43628063875736434,0.03371936124263564,0.20940841402338822
3439,0.93,0.840848468609227,0.08915153139077303,0.18419654114506867
17255,0.31,0.40813772009823673,-0.09813772009823674,0.21110525920336098
7901,0.17,0.18159209149915284,-0.011592091499152829,0.19560843825469437
4617,0.31,0.31945857922038046,-0.009458579220380459,0.19476857871910935
9773,0.21,0.12812871059656938,0.08187128940343061,0.18663379301968286
11925,0.005,0.041442420913571365,-0.03644242091357137,0.1915971624520054
17652,0.001,0.009960001198543067,-0.008960001198543066,0.19340320857604484
7706,0.87,0.7617808655050156,0.10821913449498444,0.2135046918922545
15149,0.1325,0.09444982414822262,0.03805017585177739,0.20473571566390325
11413,0.38,0.16563189008708093,0.21436810991291907,0.19056470263264505
9720,0.0019,0.021744539557806697,-0.019844539557806698,0.19481770557370065
15006,0.3285,0.3039003271659254,0.024599672834074604,0.18404686678387594
20129,0.0031,0.20953428466574608,-0.2064342846657461,0.21290657585978362
15484,1.0,0.8259905650376791,0.1740094349623209,0.21931124099745053
370,0.2456,0.27143437052664565,-0.02583437052664564,0.21165545625669016
19858,0.98,0.8946028562242534,0.08539714377574659,0.19324421172397538
13990,0.27,0.29413968974446403,-0.02413968974446401,0.21880411079709713
5827,0.567,0.3683491386805044,0.19865086131949555,0.18255591074882593
14429,0.87,0.7196806475182009,0.15031935248179906,0.21437098367210602
12621,0.75,0.7151657486099464,0.03483425139005358,0.19466730183706032
1342,0.166,0.26877132429075745,-0.10277132429075744,0.18669460779719096
4177,0.2,0.2618703122678082,-0.0618703122678082,0.21000800912064727
7985,0.001,0.23031599218269205,-0.22931599218269205,0.20351725383274907
5589,0.06,0.09804967985438823,-0.03804967985438823,0.19706348802061666
13828,0.66,0.5076472719619121,0.15235272803808797,0.21120840765769733
18992,0.11,0.15056497388774748,-0.04056497388774748,0.21654756758535668
5195,0.585,0.7454488875474239,-0.16044888754742392,0.18703514701065488
17947,0.34,0.3465759978248512,-0.0065759978248511874,0.19754131587064971
9436,0.033,0.02275123654912392,0.01024876345087608,0.1828674412370434
17460,0.148,0.15871017379570254,-0.010710173795702549,0.2123846430730998
12435,0.94,0.636611249625131,0.3033887503748689,0.1806985443807362
17326,0.89,0.7549660153319059,0.13503398466809413,0.2185802139250607
163,0.72,0.6474348268620531,0.07256517313794686,0.21669073959866295
11378,0.35,0.361924413742979,-0.011924413742979034,0.21712833256268857
11227,0.044,0.20772959081833017,-0.16372959081833016,0.21186207756161055
19381,0.066,0.13054255883518034,-0.06454255883518034,0.214478096576518
809,0.058,0.16325900307320382,-0.10525900307320382,0.18761428841087985
10803,0.083,0.07488494163271087,0.008115058367289138,0.1950050666238169
17124,0.08,0.1661484283231938,-0.08614842832319379,0.21642740202596927
12862,0.56,0.37453448993982047,0.18546551006017958,0.19860258520174726
17451,0.66,0.615138171638073,0.04486182836192698,0.21160395984717564
13057,0.003,0.046202315706149244,-0.04320231570614924,0.20801279252035995
2392,0.55,0.4463718793103798,0.10362812068962024,0.21001236938369172
19152,0.04,0.08175097932623432,-0.04175097932623432,0.2153980133503466
7611,0.82,0.645938871665487,0.17406112833451293,0.21357185183798363
7257,0.043,0.1037254889167846,-0.0607254889167846,0.19477014948350824
9550,0.025,0.0885288225177529,-0.06352882251775291,0.19338484284186933
3446,0.26,0.32475917108672053,-0.06475917108672052,0.18742652476153954
8240,0.03,0.10848500050571785,-0.07848500050571786,0.18808009295693198
823,0.44,0.3713327187196733,0.06866728128032668,0.20127529826799448
17435,0.75,0.7032547944921004,0.04674520550789962,0.20488639680916357
19679,0.89,0.5928662559331824,0.2971337440668176,0.2064718423847202
9205,0.008,0.20680999160533134,-0.19880999160533133,0.19679781514909478
7805,0.09,0.21705047156548818,-0.12705047156548818,0.20103859401039675
18377,1.0,0.8403344082124808,0.15966559178751916,0.19354088537292724
12795,0.002,0.2601030016669609,-0.2581030016669609,0.19264580612268234
6915,0.775,0.771512002252504,0.0034879977474959745,0.18415193669310836
19714,0.45,0.4297891857326927,0.02021081426730731,0.19596096734429846
16595,0.16,0.19391555223979415,-0.033915552239794144,0.2187393089541545
6331,0.95,0.8246347241022879,0.12536527589771207,0.2149456465955727
19927,0.9,0.7504933439173391,0.1495066560826609,0.21883676931583154
11006,0.038,0.07125634108985185,-0.03325634108985185,0.19650891778356547
4167,0.29,0.3098369422324623,-0.019836942232462296,0.20887227615126702
5319,0.28,0.2974840729705555,-0.017484072970555486,0.19486894925407985
9833,0.07,0.18372063981986053,-0.11372063981986053,0.18942330582131023
17829,0.012,0.1690281699244001,-0.15702816992440008,0.20619255101802977
12869,0.04,0.11993124440958064,-0.07993124440958063,0.21817602309258322
10865,0.025,0.3197729180875165,-0.2947729180875165,0.19066942355796693
13793,0.88,0.7135879525500164,0.1664120474499836,0.20931026610720443
9435,0.022,0.02275123654912392,-0.0007512365491239223,0.1828674412370434
5395,0.48,0.39397829135267004,0.08602170864732994,0.21130261131537878
5133,0.78,0.725084828762637,0.054915171237363,0.18287291948852022
10661,0.28,0.25582463105589354,0.02417536894410649,0.19835064674140818
15426,0.86,0.7432325931582711,0.11676740684172893,0.21088487066470213
17462,0.07,0.12826767079566187,-0.05826767079566186,0.20961196407541152
4399,0.77,0.5961187179329349,0.1738812820670651,0.17675392703041912
7623,0.63,0.5469817351159018,0.08301826488409825,0.20812830904337423
7709,0.61,0.5586785265356451,0.051321473464354894,0.19455270695784274
6247,0.55,0.5640078719826102,-0.01400787198261011,0.21413599473013156
6090,0.042,0.11505987491912462,-0.0730598749191246,0.19411490083315883
1974,0.938,0.8042515726300405,0.1337484273699594,0.20444089762147796
8797,0.24,0.16952113085393963,0.07047886914606036,0.18176276972000158
19261,0.084,0.18317536923348773,-0.09917536923348773,0.19644829771221337
9910,0.57,0.508673749968598,0.06132625003140191,0.21933592006077413
5262,0.7,0.5820999927141743,0.11790000728582561,0.2066484087461228
3064,0.19,0.30345824996325893,-0.11345824996325893,0.19142422968877792
15053,0.34,0.3624231494487899,-0.02242314944878987,0.208943035963514
15592,0.07,0.2779111966237268,-0.2079111966237268,0.2097076299841106
5644,0.834,0.6796144081710787,0.1543855918289213,0.18801174438761892
1802,0.35,0.343847636459686,0.006152363540313954,0.213359886181067
11036,0.015,0.06851295740182206,-0.05351295740182206,0.20582799398755
4929,0.03,0.13977849343005147,-0.10977849343005147,0.2157761148118374
3899,0.88,0.7075335025395321,0.17246649746046794,0.21292000696584282
11105,0.022,0.06118791779337823,-0.039187917793378234,0.21082073517313055
769,0.013,0.06215698530885644,-0.04915698530885644,0.21707948070984454
17874,0.25,0.1986323083178953,0.0513676916821047,0.193847765526115
19671,0.1,0.25367735424296894,-0.15367735424296894,0.21416477829204186
15457,0.178,0.2538434794857479,-0.07584347948574793,0.1908497486916538
11433,0.003,0.08475306885783884,-0.08175306885783884,0.18116871898020734
7458,0.16,0.2327496991923767,-0.0727496991923767,0.20936717275613648
12814,0.78,0.7108431460935185,0.06915685390648152,0.21543387273249556
13260,0.007,0.09828274773004952,-0.09128274773004952,0.21124863225375237
5818,0.011,0.3683491386805044,-0.3573491386805044,0.18255591074882593
12810,0.75,0.7033674732507226,0.046632526749277425,0.21458845340751292
3098,0.94,0.6559350283190533,0.2840649716809467,0.17724857040248262
19118,0.02,0.13466062294360037,-0.11466062294360037,0.2131627231359547
6699,0.061,0.31323498575507946,-0.25223498575507947,0.1958523924246586
14240,0.39,0.3359414501524701,0.05405854984752989,0.21072715910656645
10238,0.16,0.1441329326325451,0.015867067367454912,0.19290749234604004
12208,0.075,0.07648300189000662,-0.0014830018900066216,0.18776683612392042
8048,0.32,0.3815080142749701,-0.0615080142749701,0.20928720932127218
12315,0.75,0.49006686614624073,0.25993313385375927,0.19422073666210657
14188,0.71,0.6954261665505,0.014573833449499918,0.19609680776058278
