Tag,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
8203,402.0,417.38087133326337,-15.380871333263372,29.886845876039473
17983,451.0,454.2683351352923,-3.2683351352923182,33.96712180167853
15054,521.0,516.8269979151336,4.173002084866425,34.05052349769709
15143,502.0,533.0497091569083,-31.049709156908307,32.10781656894328
4471,339.9048266,341.52154746263176,-1.6167208626317802,32.86377003487435
13791,534.0,531.8719481517554,2.1280518482445814,32.62039447293697
12542,483.0,490.9554090318455,-7.955409031845477,33.73225796723856
12919,668.0,656.9098362577329,11.090163742267123,33.84494426390017
13825,328.0,333.8861204809178,-5.886120480917782,32.778384930194306
3871,505.0,503.3812979877672,1.6187020122328022,33.79933524945453
11002,518.0,479.6709711985177,38.32902880148231,33.0459231065413
9173,561.0,571.0911263058078,-10.091126305807848,33.799062156868025
12200,600.0,579.2473623003173,20.752637699682737,30.169459627030314
8699,473.0,467.1442300033237,5.855769996676315,29.908480848434714
13813,304.0,318.1725917214289,-14.172591721428887,33.593356100580856
6828,416.0,416.2375059355752,-0.23750593557520006,33.493684092025674
4051,615.0,608.0663846141961,6.933615385803932,32.72455054404753
12787,486.0,489.53525084450547,-3.5352508445054696,32.90444968925078
19237,428.0,442.41892112710286,-14.418921127102863,34.215861040193666
11820,576.3688761,568.3320330862596,8.036843013740395,28.588456769197464
780,629.0,631.8088702668068,-2.808870266806821,30.29038431904382
16036,490.0,481.52410864212595,8.475891357874048,33.07539054551834
4797,530.5039788,518.2858625526333,12.218116247366765,29.968192106673087
3057,478.0,474.5014738492973,3.4985261507026735,31.930826579935317
802,448.0,462.2632352471071,-14.263235247107104,29.876159031144965
5154,480.0,477.5858943833547,2.4141056166453154,30.219786526810154
16888,526.0,540.4482737376752,-14.448273737675208,31.88257436616797
1052,442.99,430.71733525113916,12.272664748860848,33.023226591306695
5552,435.0,445.19430651823313,-10.194306518233134,33.09483145885486
4090,558.0,547.7027866730167,10.297213326983297,33.71161401363002
2151,453.0,447.08760706525095,5.91239293474905,32.37080191106499
14096,511.0,517.4255713076737,-6.425571307673749,29.627041335354544
12808,655.0,654.0153001348882,0.9846998651117929,34.79926465739741
12662,422.0,419.25886231368116,2.7411376863188366,29.452702958536698
4288,536.0,531.6000180732202,4.3999819267797875,33.75035040567111
6531,533.0,539.434226793662,-6.434226793661992,34.72234788553498
1511,519.0,540.3681015177916,-21.368101517791615,29.862152012068897
8702,461.0,459.00619420505814,1.9938057949418635,33.281693559443596
924,376.0,378.8263104415445,-2.8263104415444786,35.01972550618852
4154,611.0,601.3651561848966,9.634843815103409,29.983761635432185
2190,487.0920604,498.3973601057678,-11.305299705767823,32.48959546841345
5814,512.4998719,496.20408543395024,16.295786466049776,28.344626102111935
14982,659.0,623.6336508707177,35.3663491292823,29.86419093583222
5420,382.0,390.7882757301484,-8.788275730148428,32.90681677029294
19452,475.0,469.1766936058883,5.8233063941116825,33.21323251313463
11429,446.0,466.7922839355917,-20.792283935591684,29.492483386157943
12592,661.0,651.269487356858,9.730512643141992,30.28810416286128
2645,409.0,416.8203207611941,-7.820320761194125,33.895629816961446
4353,497.0,501.76467640577465,-4.764676405774651,33.4068129414401
9460,629.0,621.9775456194421,7.0224543805578605,32.923421955135154
5726,680.0,683.2625082218135,-3.262508221813505,30.198416770143876
5837,458.9998394,456.9385907929897,2.0612486070102705,29.86442586680785
19384,420.0,426.43926344203413,-6.439263442034132,33.03991012907007
4810,423.0,428.82012285105577,-5.820122851055771,33.84034717346143
6746,495.0,492.25139203658756,2.7486079634124394,33.82111697414001
6818,407.0,419.0203018047058,-12.02030180470581,30.825623052014464
6966,448.0,449.0092275278778,-1.0092275278777834,33.58260726314395
13166,411.0,424.9986160159745,-13.998616015974505,33.350493693960225
2702,338.0,362.2609068441537,-24.26090684415368,33.43276733077865
4018,444.0,456.64637029456077,-12.646370294560768,33.151961927733346
12275,544.0,546.2007946469589,-2.2007946469589115,33.33213906383545
18151,481.0,478.5984110348693,2.4015889651307134,29.932205026010543
5722,687.0,688.5545090900957,-1.5545090900957348,34.46971057801822
7661,374.0,398.1962052386118,-24.19620523861181,33.62716560637903
4013,735.0,708.9387010231202,26.06129897687981,33.78335615501417
18098,440.0,446.0642653984537,-6.064265398453699,30.08815644863112
3357,396.0,411.85878581290615,-15.858785812906149,33.297937057062875
1256,562.0,553.1892967034269,8.810703296573138,33.40402931078323
16937,515.0,531.4398151291675,-16.439815129167528,31.727942388311696
12329,417.0,422.0634858920153,-5.063485892015308,32.92026766560863
4021,445.0,457.792457453231,-12.792457453231009,33.471551636702415
4915,362.0,374.71793096936096,-12.717930969360964,34.04861015914919
8629,401.0,409.25542928090715,-8.255429280907151,33.979242949602224
4071,463.0,474.5616836452818,-11.56168364528179,30.064161982877014
7802,558.0,543.5328524228499,14.467147577150058,33.70053660736416
13722,462.0,470.5389441330512,-8.538944133051189,30.205731508148574
8425,435.5,448.8908086455452,-13.390808645545178,33.513320074021586
19636,511.0,517.0337967532962,-6.033796753296201,34.67202380895668
11808,578.0346821,568.3320330862596,9.702649013740483,28.588456769197464
12847,603.0,594.4722955288239,8.527704471176094,33.64351553972463
14010,408.0,440.2297993634408,-32.229799363440804,29.9683611438262
12102,536.0,535.0793987831776,0.9206012168224333,33.05968087519741
6171,648.0,647.9896631793332,0.010336820666793756,28.388343011549242
1485,524.0,498.4597954279937,25.540204572006303,29.549382999682415
2408,387.0,399.17872357880657,-12.178723578806569,33.025733446693565
10519,527.0,537.5084808489304,-10.50848084893039,31.6605865755568
4116,494.0,495.92441593362986,-1.9244159336298594,33.10340557276049
11763,430.0,438.92976595955736,-8.929765959557358,27.63404245633289
13792,552.0,550.4426054039948,1.5573945960052242,33.22301808854503
20081,412.0,425.2267871349542,-13.22678713495418,34.00955151858092
17083,415.0,421.9259606832348,-6.925960683234791,33.64237513265466
5052,376.0,391.2551306489207,-15.255130648920726,28.475857590197787
4083,567.0,562.6279834162956,4.372016583704408,34.22007702356297
3482,433.0,445.7867483672971,-12.786748367297093,33.156198280094316
18100,446.0,446.0642653984537,-0.06426539845369916,30.08815644863112
18597,498.0,509.0961892788567,-11.096189278856684,34.1473865365022
16141,487.5,486.1229524692448,1.377047530755192,33.48719592285917
5277,474.8338082,468.55867548534434,6.275132714655683,32.71320472325275
1081,480.0,458.59759460042324,21.402405399576764,29.96178178872503
9097,697.0,690.7401924948633,6.259807505136678,34.146235646718516
18125,485.0,481.6674148625285,3.332585137471483,33.55759722482471
8089,365.0,361.50750495775094,3.492495042249061,31.358015191107185
12558,569.0,567.6652507407246,1.3347492592754406,34.710423477149014
12973,445.0,446.2886151856264,-1.2886151856263837,33.891570705801854
19918,514.0,513.1970270338004,0.8029729661996043,34.41649964434072
17894,583.0,575.1856809852837,7.814319014716261,33.75543537984138
4156,615.0,601.3651561848966,13.634843815103409,29.983761635432185
428,471.0,464.962363204,6.037636796000015,32.999697847279826
851,418.0,422.89113466666817,-4.891134666668165,29.2834901575435
17949,606.0,603.3473976989991,2.652602301000911,31.844281571230542
6080,420.0,423.5894398498275,-3.5894398498274995,29.78004498168663
18514,539.0,515.6995120433128,23.30048795668722,33.361440845138475
13079,515.0,519.0538693888407,-4.053869388840667,34.47248054766998
14629,377.0,391.8415783135798,-14.841578313579816,34.69859583143589
5189,512.0,514.8140066214432,-2.814006621443241,32.24623929630822
11392,532.0,534.6730603899707,-2.673060389970715,34.12509284586017
13433,473.0,485.8710943707724,-12.871094370772425,32.99036835605903
6545,520.8067941,526.1589766855452,-5.352182585545165,34.296166595348744
7225,495.0,490.7232994473456,4.276700552654404,33.29091503908852
15637,513.0,510.13960732403353,2.860392675966466,34.88027711251187
15117,550.0,543.1785398233449,6.821460176655137,33.55429216003107
13300,419.0,419.8845007378921,-0.8845007378920968,33.78730259526594
13118,498.0,489.81954107052684,8.180458929473161,33.86242641709195
16598,628.0,607.336213114117,20.66378688588304,33.38926515487719
9123,415.5067104,388.3913949874195,27.115315412580458,28.359212030162798
19359,511.0,497.35717387440354,13.642826125596457,32.86534288990526
12863,461.0,479.1435147553024,-18.14351475530242,30.431735923806336
7737,415.0,421.3103657072101,-6.31036570721011,33.42524920131305
6443,495.0,499.56964932627,-4.569649326269996,33.44985385031613
5022,417.0,420.25460574133655,-3.2546057413365475,34.96294413276661
3525,498.0,497.78035397864795,0.21964602135204814,33.007713956974975
18154,478.0,478.5984110348693,-0.5984110348692866,29.932205026010543
4127,577.0,526.6915834117677,50.30841658823226,30.151084535467458
9160,402.4954719,412.02348776641645,-9.528015866416467,32.97382127351937
13235,406.0,435.5028171755436,-29.502817175543612,32.8636773647432
14028,408.0,411.36752905930496,-3.3675290593049567,32.22267066859926
17575,485.0,512.5594098879807,-27.559409887980678,32.41830884249422
7460,664.0,672.3698965709291,-8.369896570929086,33.7157594199415
14487,573.0,569.0585307972275,3.9414692027725096,34.52959497022177
8364,602.0,593.8246873540811,8.175312645918893,34.21366530438525
10251,516.5,507.81961606188327,8.680383938116734,31.816388499906584
17804,634.0,620.7773608436472,13.222639156352784,29.532234320146536
8252,405.0,424.01961932264874,-19.019619322648737,33.53956704365452
16578,655.0,647.2189884229948,7.781011577005188,33.9515985350657
12669,417.0,418.70585613710705,-1.7058561371070482,31.86691641763483
4989,585.0,586.0290886319827,-1.029088631982745,33.758966216105485
2174,570.1254276,559.1642519435445,10.961175656455453,33.57354730723587
19463,600.0,594.3184122322785,5.681587767721453,34.51284785833976
6238,376.0,384.6916405892768,-8.691640589276801,32.96514144691982
1080,552.0,553.5114320597002,-1.5114320597001552,33.94468532452457
5871,451.0,453.1178383175902,-2.1178383175902127,34.272554063330205
15290,560.0,507.8977305155556,52.10226948444438,29.99718626339858
1101,578.0,578.9470855121012,-0.9470855121012391,33.630362335272004
19568,594.0,593.6885213973529,0.31147860264707106,34.012857075119534
12441,541.0,492.2184570201691,48.781542979830874,28.58482050098184
1089,425.0,458.59759460042324,-33.597594600423236,29.96178178872503
3516,415.0,415.379501708913,-0.37950170891298285,33.81422571311919
558,397.0,410.10236664843757,-13.102366648437567,33.86282094998473
6400,536.0,535.6045882205935,0.39541177940645866,34.28862009239236
15428,570.0,563.6081578111105,6.391842188889541,33.40981326712669
4490,488.997555,460.72559293329806,28.271962066701917,32.26197785412475
6454,590.0,583.2601679610034,6.73983203899661,33.72483847982513
7511,385.000385,402.7073351680484,-17.706950168048422,32.80664300137059
7716,405.0,405.7618044543298,-0.7618044543298197,33.23378855442899
4612,433.0,426.03531474483736,6.964685255162635,29.848547877380202
11532,528.0,529.6841061198861,-1.6841061198861098,34.385598443997814
7305,465.0,464.2706676065956,0.7293323934043769,32.979415420569836
13124,313.0,332.38435008964143,-19.38435008964143,33.66041775104046
9603,494.0,504.85755187974536,-10.857551879745358,33.110879490313124
7913,437.0,444.10027102022167,-7.100271020221669,33.11874847286167
1949,518.0,512.357711417979,5.642288582021024,33.1374693287171
6154,491.0,556.8814529463325,-65.8814529463325,30.12224618900442
18834,545.0,529.6207733989805,15.379226601019468,33.58133570513566
15929,475.0,480.3803949738444,-5.380394973844375,33.69311523072862
11887,570.0,567.479450214601,2.520549785398998,33.644490214700085
6521,547.0,553.5589072953991,-6.558907295399081,33.26806567407905
15330,436.0,431.50595750327614,4.494042496723864,33.09218786709151
2074,377.0,382.0420053043392,-5.042005304339227,33.38751426057177
15626,414.0,403.7479816567915,10.252018343208476,30.188295062091075
16562,697.0,690.8563960885797,6.143603911420314,33.80361275767146
5597,460.0,460.6413339849122,-0.641333984912194,34.94914798458883
16850,557.0,543.7865117863596,13.213488213640403,32.56620717223457
13567,374.0,383.4581421411393,-9.45814214113932,33.293980681341814
8176,390.0,399.2279034876562,-9.227903487656192,32.68567974971155
17149,408.0,415.2887712622405,-7.288771262240516,34.05050496682104
969,415.0,417.0154733294372,-2.0154733294372136,32.95874888893869
1155,443.0,441.35359680854356,1.646403191456443,29.934194359178807
4397,410.0,394.7585384822548,15.241461517745222,26.83598285340806
13141,436.0,436.22232394764535,-0.22232394764535002,33.44666057869916
9961,544.0,546.323511741798,-2.323511741798029,34.52033718215923
16162,460.0,454.335080889208,5.664919110792027,31.66040840884145
1311,471.0,471.4080534894839,-0.40805348948390474,33.0310764414987
3425,643.0,607.5227565351153,35.47724346488474,28.41052461554448
7318,538.0,534.0689867678642,3.931013232135797,34.019245485256924
7247,561.0,552.5514715807342,8.448528419265813,33.37571010258487
10112,589.0,574.2856367599985,14.71436324000149,33.44885518698144
8067,385.0,386.8533072141888,-1.853307214188817,32.55666250607205
13550,383.0,376.81996701479676,6.1800329852032405,29.786189854021405
19058,533.0,527.847154850216,5.152845149783957,33.25809384320898
13384,443.0,446.76853649069267,-3.768536490692668,33.48086335334596
18958,486.0,488.3077940146802,-2.307794014680212,33.60047216419489
7962,662.0,669.9691927691445,-7.969192769144456,34.15683306766584
12956,640.0,633.9300308128381,6.06996918716186,34.950398941128086
12155,521.0,532.5635127367701,-11.563512736770122,29.755142704473556
16164,441.754386,440.79993213944226,0.9544538605577486,29.318591548655398
15052,502.0,494.79752089483594,7.202479105164059,33.23023418286826
3439,587.0,583.7123016801528,3.287698319847209,34.31637306401856
17255,412.0,416.2015476516781,-4.201547651678084,33.34931411708084
7901,483.0,475.51300473653157,7.48699526346843,33.48083166681904
4617,420.0,426.03531474483736,-6.035314744837365,29.848547877380202
9773,590.0,596.8875040660931,-6.887504066093129,29.629717946353683
11925,439.0,438.0325266842487,0.967473315751306,33.12763053099948
17652,485.0,482.7594732404705,2.240526759529473,32.56702052050836
7706,402.0,412.94763522133184,-10.947635221331836,33.60954345708126
15149,605.0,574.1800678290621,30.819932170937932,32.10649468480185
11413,378.0,373.58896167103154,4.411038328968459,29.042110935100293
9720,363.0,378.2519777288494,-15.251977728849397,29.999687003974014
15006,577.0,583.439961458391,-6.439961458391053,33.92586548340592
20129,645.0,611.560352487686,33.43964751231397,33.69647156135369
15484,518.0,520.6355597146503,-2.6355597146502987,34.90154640747864
370,610.0,602.0557233805079,7.944276619492143,33.56004238652553
19858,508.0,507.77406715862065,0.22593284137934688,32.98368859146353
13990,424.0,428.2323161056315,-4.232316105631526,34.5557723346114
5827,483.5005439,496.20408543395024,-12.703541533950215,28.344626102111935
14429,446.0,450.24975285694194,-4.249752856941939,33.81923033284817
12621,436.0,436.3749331437778,-0.3749331437778096,29.894075451200635
1342,372.0,389.90490170759364,-17.904901707593638,30.047458764817286
4177,619.0,618.7186404413302,0.28135955866980566,33.16468529528796
7985,717.0,716.7500276136548,0.24997238634523455,33.80907228688668
5589,458.0,456.57584571473336,1.4241542852666385,34.11102663467352
13828,547.0,546.7994162866727,0.20058371332731895,33.310701718611455
18992,757.0,742.8787859173203,14.121214082679671,34.35821011834523
5195,539.0,532.5635127367701,6.436487263229878,29.755142704473556
17947,603.0,604.3267460367076,-1.3267460367076183,30.199843205390604
9436,581.0,577.2661979594034,3.733802040596629,29.721965247192486
17460,705.0,692.601286090686,12.398713909313983,33.57343639204759
12435,442.0,492.2184570201691,-50.218457020169126,28.58482050098184
17326,568.0,569.5151292105572,-1.5151292105572338,34.52145497981099
163,461.0,465.19056212921186,-4.190562129211855,34.20823429818006
11378,653.0,635.6185404684051,17.381459531594942,34.21784863396999
11227,373.0,386.3674513154328,-13.367451315432788,33.60940740848966
19381,504.0,508.66192745925866,-4.6619274592586635,33.82924724759063
809,476.0,462.2632352471071,13.736764752892896,29.876159031144965
10803,570.0,550.2025318831188,19.79746811688119,33.14952419527263
17124,459.0,455.95877111884965,3.041228881150346,34.13120457145832
12862,495.0,479.1435147553024,15.85648524469758,30.431735923806336
17451,635.0,632.3287424530054,2.6712575469946387,33.386504626386326
13057,380.0,390.0168947830871,-10.016894783087082,33.2011681055848
2392,390.0,393.1275425198056,-3.1275425198056155,33.239315742765974
19152,726.0,723.0805585414988,2.9194414585011828,34.031073446362306
7611,511.0,509.7026040292864,1.2973959707135805,33.729444185200876
7257,354.0,370.6663436543048,-16.666343654304796,29.92732143210286
9550,503.0,502.71748970951205,0.2825102904879486,32.617045251689916
3446,393.0,477.2627274247132,-84.2627274247132,28.46008542093782
8240,537.0,548.7619468640712,-11.761946864071206,28.51744365555529
823,431.0,428.9191125918214,2.0808874081786257,31.767558592441464
17435,634.0,619.668320089953,14.331679910047,32.89650409962763
19679,393.0,398.4254837956107,-5.425483795610717,32.69162822467343
9205,741.0,724.4510280270163,16.548971972983736,33.84071959147186
7805,490.0,495.9389693148892,-5.938969314889221,31.940871347403423
18377,437.0,436.6556388673083,0.344361132691688,29.761660949596802
12795,514.0,492.60188943015453,21.39811056984547,30.99037245566437
6915,478.0,460.3009384602107,17.699061539789284,30.174261637080097
19714,584.0,577.1276621084744,6.8723378915256035,31.259139424124175
16595,676.0,673.7592175499025,2.2407824500975266,34.55636408426227
6331,469.0,473.8053544715906,-4.80535447159059,33.83327770519488
19927,541.0,541.5521164813641,-0.5521164813641235,34.621025218200344
11006,421.0,429.8922065241231,-8.892206524123083,30.04265781923941
4167,472.0,475.7301443982827,-3.7301443982826754,33.0383762222979
5319,559.9104143,552.6572831156165,7.253131184383506,33.828845456557154
9833,532.0,515.1722843000393,16.827715699960663,29.815737896260508
17829,684.0,683.3902850740609,0.6097149259391017,32.94152211177429
12869,462.0,469.2358065737421,-7.235806573742082,34.368039259158024
10865,496.0,528.9658205380599,-32.965820538059916,32.39223588587145
13793,530.0,532.7695820028489,-2.7695820028488924,33.10699126887272
9435,573.0,577.2661979594034,-4.266197959403371,29.721965247192486
5395,451.0,455.39278840309703,-4.392788403097029,33.20235695899084
5133,534.0,531.4843760079286,2.5156239920713688,29.85220091496324
10661,654.0,652.7788208020338,1.221179197966194,30.32011815141261
15426,499.0,501.9619439371647,-2.9619439371646763,33.29949824491003
17462,738.0,724.4503550394486,13.549644960551404,33.25266622709927
4399,424.0,394.7585384822548,29.241461517745222,26.83598285340806
7623,469.0,470.1989226681658,-1.1989226681657783,33.26776968009848
7709,390.0,395.3751299462625,-5.375129946262518,33.28250917054676
6247,471.0,479.0885861183702,-8.088586118370188,33.818467761091696
6090,431.0,423.5894398498275,7.4105601501725005,29.78004498168663
1974,507.0,506.2952702176547,0.7047297823452823,33.703670821986776
8797,604.0,584.8322559443285,19.167744055671506,29.697651551499668
19261,497.0,496.89094799485,0.1090520051499766,30.049138902780115
9910,461.0,463.80488610842644,-2.8048861084264445,34.869032958262174
5262,524.6589717,522.7359818139169,1.9229898860832009,32.79538101991661
3064,487.0,468.62360093432284,18.376399065677163,29.52874912347803
15053,505.0,500.5129097010885,4.4870902989114825,33.36169730578857
15592,661.0,626.2757488893687,34.72425111063126,33.1275409641752
5644,424.0,423.95253592546374,0.04746407453626489,28.50842875914161
1802,586.0,583.4671669298555,2.532833070144534,33.63981927393413
11036,456.0,460.5497638019791,-4.549763801979111,32.601193437511164
4929,480.0,468.31928563449554,11.680714365504457,33.90129589389136
3899,531.0,535.0844219767022,-4.084421976702174,33.73864764687815
11105,420.0,427.769121845393,-7.769121845392988,33.35828553782557
769,614.0,603.5131098316363,10.486890168363743,34.220777355695255
17874,518.0,498.8169462950015,19.183053704998486,32.81753927950417
19671,472.0,469.79387159044893,2.20612840955107,33.771523951691464
15457,462.0,460.262786377309,1.7372136226910015,29.303282441757148
11433,482.0,466.7922839355917,15.207716064408316,29.492483386157943
7458,679.0,677.5108110844149,1.4891889155851459,33.39697876661513
12814,397.0,402.31724615768303,-5.31724615768303,33.88830818607417
13260,621.0,628.3925135382569,-7.392513538256935,33.29624338718213
5818,529.8546609,496.20408543395024,33.65057546604976,28.344626102111935
12810,397.0,396.5925356006852,0.40746439931479017,33.77327077862158
3098,362.0040544,402.676171627228,-40.672117227228,28.08777806134563
19118,492.0,497.3611172172043,-5.36111721720431,33.74675284540439
6699,502.0,491.74358933201665,10.256410667983346,30.01951634647205
14240,424.0,433.70937158072843,-9.70937158072843,33.489703432005705
10238,548.0,546.7113269725556,1.2886730274443607,32.49837126538027
12208,532.0,580.1110833905808,-48.1110833905808,28.832643984312018
8048,471.0,461.04374001666264,9.956259983337361,33.250225056471635
12315,404.0,422.1530403059743,-18.153040305974287,29.781285119207134
14188,456.4,459.47523213349314,-3.0752321334931594,33.566796982344584
12658,504.0,490.28983047751143,13.71016952248857,33.36275027461567
13394,446.0,453.2013289577384,-7.201328957738383,33.54039354815666
4393,383.0,394.7585384822548,-11.758538482254778,26.83598285340806
1070,385.0,384.3370191619214,0.6629808380786244,32.788916921321174
13924,534.0,526.055348011089,7.944651988911005,34.22719627044331
5514,433.0769231,435.10412995976276,-2.027206859762771,34.20512338987155
1576,560.0,538.7976715791157,21.202328420884328,29.784058282217902
1035,405.14,415.72521206339496,-10.585212063394977,32.94847030294353
3522,513.0,511.70888998611616,1.2911100138838378,33.15563684014449
13861,611.0,596.4063249338245,14.593675066175479,33.024257592240744
2207,567.8591709,533.0554286461972,34.80374225380274,28.47071738085591
8981,427.0,434.7002259588504,-7.70022595885041,33.366617282703935
3091,408.997955,402.676171627228,6.321783372772018,28.08777806134563
11010,421.0,429.8922065241231,-8.892206524123083,30.04265781923941
18953,697.0,688.2315797789838,8.768420221016186,34.612928938758
17324,483.0,486.49774989651416,-3.497749896514165,34.02099359055001
4932,320.0,339.4915622049639,-19.491562204963884,33.487797781287526
6488,597.0,610.7766154987683,-13.776615498768251,28.565515742267618
18576,510.0,501.0988407807818,8.901159219218187,33.1885149807689
9527,532.0,523.9018666232088,8.098133376791225,32.57679220216834
3657,493.0,509.38563868084185,-16.38563868084185,29.971356674235295
9371,548.0524345,537.0080458056796,11.044388694320446,34.46262135587233
9120,382.49694,388.3913949874195,-5.894454987419522,28.359212030162798
6857,550.5043587,543.7925796606338,6.711779039366206,33.46818848131734
14019,466.0,440.2297993634408,25.770200636559196,29.9683611438262
19864,493.0,507.79082402957687,-14.790824029576868,32.399550722150586
3830,529.0,525.7222894216839,3.277710578316146,34.05828745368644
13982,520.0,520.0351791729115,-0.03517917291151207,33.78443750604855
18863,580.0,579.9197818365536,0.080218163446375,34.38731452723997
9719,373.0,378.2519777288494,-5.251977728849397,29.999687003974014
17311,467.1111111,481.2217567007669,-14.110645600766873,34.0529650118914
10524,637.0,614.2843315793081,22.71566842069194,32.398823618037746
13549,376.0,376.81996701479676,-0.8199670147967595,29.786189854021405
18121,444.0,453.8214597326929,-9.821459732692915,29.848924974631462
